ID,タイプ,SKU,名前,公開済み,オススメですか ?,カタログでの表示,簡単な説明,説明,セール価格の開始日,セール価格の終了日,課税ステータス,税区分,在庫の有無,在庫,在庫量わずか,お取り寄せを許可する ?,個別に販売しますか ?,重量 (kg),長さ(cm),幅 (cm),高さ (cm),カスタマーレビューを許可しますか ?,注意事項,セール価格,標準価格,カテゴリー,タグ,配送クラス,画像,ダウンロード制限,ダウンロード有効期限日,親,セット販売商品,アップセル,クロスセル,外部 URL,ボタンのテキスト,位置,属性 1 の名前,属性 1 の値,属性 1 を表示,属性 1 のグローバル,メタ: _aioseop_keywords,メタ: _aioseop_description,メタ: _aioseop_title,メタ: _aioseop_custom_link,メタ: _aioseop_sitemap_exclude,メタ: _aioseop_disable,メタ: _aioseop_disable_analytics,メタ: _aioseop_noindex,メタ: _aioseop_nofollow,メタ: p_summarys,メタ: _p_summarys,メタ: _wp_old_date,メタ: p_summarys_0_title,メタ: _p_summarys_0_title,メタ: p_summarys_0_overview,メタ: _p_summarys_0_overview,メタ: p_summarys_1_title,メタ: _p_summarys_1_title,メタ: p_summarys_1_overview,メタ: _p_summarys_1_overview,属性 2 の名前,属性 2 の値,属性 2 を表示,属性 2 のグローバル,属性 3 の名前,属性 3 の値,属性 3 を表示,属性 3 のグローバル,属性 4 の名前,属性 4 の値,属性 4 を表示,属性 4 のグローバル,属性 5 の名前,属性 5 の値,属性 5 を表示,属性 5 のグローバル,メタ: _aioseo_og_article_section,メタ: _monsterinsights_sitenote_active,メタ: _aioseo_keywords,メタ: _aioseo_description,属性 1 のデフォルト,メタ: _aioseo_title
5108,variation,,ボールリンクピアス（ルビー）,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,8000,,,,,,,P1913RU2OTFR0000,,,,,,0,ピアス・イヤリング,,,1,,,,,,,,,,,,,,,,,,,,
5109,variation,,ボールリンクピアス（パール）,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,8000,,,,,,,P1906PE2OTFR0000,,,,,,0,ピアス・イヤリング,,,1,,,,,,,,,,,,,,,,,,,,
5110,variation,,カスケードパールピアス,1,0,visible,,,,,taxable,parent,0,,,0,0,,,,,0,,,13000,,,,,,,P1907PE2OTFR0000,,,,,,0,ピアス・イヤリング,,,1,,,,,,,,,,,,,,,,,,,,
5111,variation,,ボールリンクピアス（メタル）,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,7000,,,,,,,P1904PL2OTFR0000,,,,,,0,ピアス・イヤリング,,,1,,,,,,,,,,,,,,,,,,,,
5114,variation,,トパーズブルーグラデーション3段ピアス（11月）,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,14000,,,,,,,BDP1602BG2OTFR0000,,,,,,0,ピアス・イヤリング,,,1,,,,,,,,,,,,,,,,,,,,
5117,variation,,マーキスエアリーピアス,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,10000,,,,,,,P1805PL2OTFR0000,,,,,,0,ピアス・イヤリング,,,1,,,,,,,,,,,,,,,,,,,,
5118,variation,,マロンフープピアス（ガーネット）,1,0,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,7700,11000,,,,,,,P1911GA2OTFR0000,,,,,,0,ピアス・イヤリング,,,1,,,,,,,,,,,,,,,,,,,,
5119,variation,,パールトライアングル×スティック ピアス,1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,,17000,,,,,,,P1522PE2OTFR0000,,,,,,0,ピアス・イヤリング,,,1,,,,,,,,,,,,,,,,,,,,
5120,variation,,パールV字ピアス,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,18000,,,,,,,P1704PE2OTFR0000,,,,,,0,ピアス・イヤリング,,,1,,,,,,,,,,,,,,,,,,,,
5123,variation,,ゴールドボールスイングピアス,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,11000,,,,,,,P1806PL2OTFR0000,,,,,,0,ピアス・イヤリング,,,1,,,,,,,,,,,,,,,,,,,,
5136,variation,,ビッグストーンピアス（ピンクカルセドニー）,1,0,visible,,,,,taxable,parent,1,6,,0,0,,,,,0,,9100,13000,,,,,,,P1801PK2CCFR0000,,,,,,0,ピアス・イヤリング,,,1,,,,,,,,,,,,,,,,,,,,
